Subject Code,Subject,Exam Series,Sat,A*,A,B,C,D,E,U
XAC11,ACCOUNTING,Oct-21,503,,333,390,432,464,484,503
XBI11,BIOLOGY,Oct-21,1194,,449,695,925,1063,1147,1194
XBS11,BUSINESS,Oct-21,546,,208,334,426,483,516,546
XCH11,CHEMISTRY,Oct-21,1442,,540,786,1001,1174,1311,1442
XEC11,ECONOMICS,Oct-21,564,,258,382,460,507,539,564
XFM01,FURTHER MATHEMATICS,Oct-21,310,,214,260,281,298,305,310
XIT11,INFORMATION TECHNOLOGY,Oct-21,38,,14,23,27,33,37,38
XMA01,MATHEMATICS,Oct-21,3626,,1380,2091,2685,3128,3386,3626
XPH11,PHYSICS,Oct-21,1298,,440,602,739,877,978,1298
XPM01,PURE MATHEMATICS,Oct-21,11,,5,7,8,8,11,11
YAC11,ACCOUNTING,Oct-22,657,51,317,450,545,601,640,657
YBI11,BIOLOGY,Oct-22,1053,184,353,513,681,816,935,1053
YBS11,BUSINESS,Oct-22,579,86,245,374,467,527,555,579
YCH11,CHEMISTRY,Oct-22,1253,111,352,550,748,924,1077,1253
YEC11,ECONOMICS,Oct-22,627,52,275,441,539,584,608,627
YFM01,FURTHER MATHEMATICS,Oct-22,119,52,81,103,111,115,119,119
YMA01,MATHEMATICS,Oct-22,2618,617,1354,1803,2090,2289,2438,2618
YPH11,PHYSICS,Oct-22,1279,154,388,545,719,871,1016,1279
YPM01,PURE MATHEMATICS,Oct-22,13,1,6,9,10,12,13,13
XAC11,ACCOUNTING,Oct-22,584,,308,400,476,525,560,584
XBI11,BIOLOGY,Oct-22,1395,,414,624,849,1023,1203,1395
XBS11,BUSINESS,Oct-22,902,,221,399,554,687,765,902
XCH11,CHEMISTRY,Oct-22,1637,,523,792,1035,1239,1408,1637
XEC11,ECONOMICS,Oct-22,830,,303,483,630,730,778,830
XFM01,FURTHER MATHEMATICS,Oct-22,308,,224,259,279,294,300,308
XMA01,MATHEMATICS,Oct-22,4063,,1641,2334,2910,3351,3637,4063
XPH11,PHYSICS,Oct-22,1485,,473,708,885,1041,1175,1485
YAC11,ACCOUNTING,Oct-23,629,27,215,332,443,523,576,629
YBI11,BIOLOGY,Oct-23,1036,91,210,329,452,605,747,1036
YBS11,BUSINESS,Oct-23,668,59,181,329,468,551,608,668
YCH11,CHEMISTRY,Oct-23,1301,89,284,451,617,799,980,1301
YEC11,ECONOMICS,Oct-23,588,70,220,351,446,521,567,588
YFM01,FURTHER MATHEMATICS,Oct-23,71,35,40,48,58,66,70,71
YMA01,MATHEMATICS,Oct-23,2388,352,822,1181,1465,1750,2003,2388
YPH11,PHYSICS,Oct-23,1336,48,221,377,544,729,931,1336
YPM01,PURE MATHEMATICS,Oct-23,11,0,2,5,10,11,11,11
XAC11,ACCOUNTING,Oct-23,572,,190,290,383,465,529,572
XBI11,BIOLOGY,Oct-23,1929,,314,622,939,1195,1452,1929
XBS11,BUSINESS,Oct-23,1010,,134,341,540,720,843,1010
XCH11,CHEMISTRY,Oct-23,2101,,392,745,1059,1323,1533,2101
XEC11,ECONOMICS,Oct-23,929,,273,494,676,758,826,929
XFM01,FURTHER MATHEMATICS,Oct-23,237,,132,168,195,212,226,237
XAC11,ACCOUNTING,Oct-23,5228,,1374,2310,3127,3799,4274,5228
XPH11,PHYSICS,Oct-23,1968,,175,481,755,1033,1250,1968
YAA01,ARABIC,Jan-19,106,51,68,85,97,101,102,106
YAC11,ACCOUNTING,Jan-19,376,44,97,152,207,280,339,376
YBI01,BIOLOGY,Jan-19,387,33,87,145,219,275,340,387
YBS01,BUSINESS STUDIES,Jan-19,176,2,28,65,103,143,156,176
YCH01,CHEMISTRY,Jan-19,808,56,177,318,438,548,680,808
YEC01,ECONOMICS,Jan-19,167,11,43,77,115,137,156,167
YEN01,ENGLISH LANGUAGE,Jan-19,21,1,1,4,7,11,15,21
YET01,ENGLISH LITERATURE,Jan-19,6,0,1,3,4,4,6,6
YFM01,FURTHER MATHEMATICS,Jan-19,347,95,161,242,283,319,335,347
YFR01,FRENCH,Jan-19,17,0,3,6,12,14,16,17
YGE01,GEOGRAPHY,Jan-19,7,0,0,1,4,4,5,7
YGK01,GREEK,Jan-19,4,1,2,3,4,4,4,4
YGN01,GERMAN,Jan-19,40,8,32,36,39,39,39,40
YHI01,HISTORY,Jan-19,10,0,1,4,8,8,9,10
YMA01,MATHEMATICS,Jan-19,2019,419,929,1318,1582,1760,1876,2019
YPH01,PHYSICS,Jan-19,1065,59,206,359,538,682,850,1065
YPM01,PURE MATHEMATICS,Jan-19,24,0,6,18,23,24,24,24
YPS01,PSYCHOLOGY,Jan-19,11,0,0,2,5,7,8,11
YSP01,SPANISH,Jan-19,75,4,48,72,73,74,74,75
XAA01,ARABIC,Jan-19,403,,174,269,335,378,395,403
XAC11,ACCOUNTING,Jan-19,232,,65,101,135,167,194,232
XBI01,BIOLOGY,Jan-19,1002,,217,443,628,763,864,1002
XBS01,BUSINESS STUDIES,Jan-19,226,,24,59,102,137,162,226
XCH01,CHEMISTRY,Jan-19,1304,,254,534,744,901,1039,1304
XEC01,ECONOMICS,Jan-19,309,,66,133,182,224,259,309
XEN01,ENGLISH LANGUAGE,Jan-19,61,,3,12,26,41,52,61
XET01,ENGLISH LITERATURE,Jan-19,65,,10,22,40,52,61,65
XFM01,FURTHER MATHEMATICS,Jan-19,567,,393,469,509,532,545,567
XFR01,FRENCH,Jan-19,96,,24,38,66,75,85,96
XGE01,GEOGRAPHY,Jan-19,43,,13,17,23,29,34,43
XGK01,GREEK,Jan-19,17,,11,15,17,17,17,17
XGN01,GERMAN,Jan-19,86,,39,49,66,76,82,86
XGN01,GERMAN,Jan-19,48,,9,21,33,39,43,48
XMA01,MATHEMATICS,Jan-19,2574,,945,1421,1835,2082,2255,2574
XPH01,PHYSICS,Jan-19,1460,,267,528,756,956,1144,1460
XPM01,PURE MATHEMATICS,Jan-19,61,,17,26,34,44,49,61
XPS01,PSYCHOLOGY,Jan-19,78,,6,13,30,48,61,78
XSP01,SPANISH,Jan-19,218,,144,184,204,209,215,218
YAA01,ARABIC,Jan-20,413,94,194,305,376,402,412,413
YAC11,ACCOUNTING,Jan-20,238,38,66,93,128,168,198,238
YEN01,ENGLISH LANGUAGE,Jan-20,21,2,2,4,8,13,15,21
YET01,ENGLISH LITERATURE,Jan-20,12,1,1,3,4,7,10,12
YFM01,FURTHER MATHEMATICS,Jan-20,364,90,191,267,307,336,355,364
YFR01,FRENCH,Jan-20,18,1,3,6,13,15,17,18
YGN01,GERMAN,Jan-20,69,10,53,58,60,63,64,69
YHI01,HISTORY,Jan-20,16,1,1,3,7,10,13,16
YMA01,MATHEMATICS,Jan-20,1552,470,873,1098,1250,1363,1441,1552
YPM01,PURE MATHEMATICS,Jan-20,34,1,14,27,31,33,34,34
YPS01,PSYCHOLOGY,Jan-20,12,0,1,2,2,4,6,12
YSP01,SPANISH,Jan-20,105,3,61,99,104,105,105,105
XAA01,ARABIC,Jan-20,590,,250,401,505,549,574,590
XAC11,ACCOUNTING,Jan-20,224,,82,108,140,163,186,224
XBI11,BIOLOGY,Jan-20,909,,169,344,508,635,749,909
XBS11,BUSINESS,Jan-20,358,,45,114,197,248,283,358
XAA01,ARABIC,Jan-20,590,,250,401,505,549,574,590
XCH11,CHEMISTRY,Jan-20,1129,,219,416,651,818,935,1129
XEC11,ECONOMICS,Jan-20,318,,69,131,186,227,265,318
XEN01,ENGLISH LANGUAGE,Jan-20,77,,10,22,40,53,67,77
XFM01,FURTHER MATHEMATICS,Jan-20,592,,377,472,520,547,567,592
XFR01,FRENCH,Jan-20,118,,23,53,78,94,109,118
XGE01,GEOGRAPHY,Jan-20,71,,20,38,48,61,65,71
XGK01,GREEK,Jan-20,33,,25,32,33,33,33,33
XGN01,GERMAN,Jan-20,114,,56,65,85,98,105,114
XHI01,HISTORY,Jan-20,43,,15,26,31,35,37,43
XMA01,MATHEMATICS,Jan-20,2565,,885,1413,1808,2108,2318,2565
XPH11,PHYSICS,Jan-20,1064,,186,370,533,683,806,1064
XPM01,PURE MATHEMATICS,Jan-20,44,,12,17,25,31,35,44
XPS01,PSYCHOLOGY,Jan-20,74,,11,24,40,57,64,74
XSP01,SPANISH,Jan-20,183,,112,152,169,177,181,183
YAA01,ARABIC,Jan-21,594,223,444,553,583,591,593,594
YAC11,ACCOUNTING,Jan-21,331,87,152,206,255,294,307,331
YBI11,BIOLOGY,Jan-21,344,27,118,201,264,313,330,344
YBS11,BUSINESS,Jan-21,151,0,6,28,76,124,140,151
YCH11,CHEMISTRY,Jan-21,624,76,224,352,464,557,594,624
YEC11,ECONOMICS,Jan-21,239,10,81,142,197,224,232,239
YEN01,ENGLISH LANGUAGE,Jan-21,33,5,11,18,25,29,30,33
YET01,ENGLISH LITERATURE,Jan-21,15,4,5,11,13,15,15,15
YFM01,FURTHER MATHEMATICS,Jan-21,532,285,411,475,50,519,525,532
YFR01,FRENCH,Jan-21,29,3,13,23,25,28,28,29
YGE01,GEOGRAPHY,Jan-21,11,0,3,6,9,10,11,11
YGK01,GREEK,Jan-21,13,7,9,12,13,13,13,13
YGN01,GERMAN,Jan-21,67,9,52,55,59,62,63,67
YHI01,HISTORY,Jan-21,23,1,4,13,18,19,20,23
YMA01,MATHEMATICS,Jan-21,2073,675,1357,1703,1907,1997,2037,2073
YPH11,PHYSICS,Jan-21,773,118,304,435,563,634,688,773
YPM01,PURE MATHEMATICS,Jan-21,29,6,21,22,27,29,29,29
YPS01,PSYCHOLOGY,Jan-21,19,2,4,9,11,16,18,19
YSP01,SPANISH,Jan-21,49,10,39,45,46,47,49,49
XAA01,ARABIC,Jan-21,832,,614,759,818,831,832,832
XAC11,ACCOUNTING,Jan-21,202,,124,140,156,175,192,202
XBI11,BIOLOGY,Jan-21,535,,169,278,389,447,498,535
XBS11,BUSINESS,Jan-21,192,,14,49,107,140,164,192
XCH11,CHEMISTRY,Jan-21,701,,181,299,423,537,612,701
XEC11,ECONOMICS,Jan-21,185,,32,78,114,149,167,185
XEN01,ENGLISH LANGUAGE,Jan-21,72,,12,24,39,59,70,72
XET01,ENGLISH LITERATURE,Jan-21,37,,12,19,27,34,36,37
XFM01,FURTHER MATHEMATICS,Jan-21,557,,456,501,527,542,548,557
XFR01,FRENCH,Jan-21,137,,62,90,117,131,135,137
XGE01,GEOGRAPHY,Jan-21,50,,12,25,42,49,49,50
XGK01,GREEK,Jan-21,23,,18,23,23,23,23,23
XGN01,GERMAN,Jan-21,101,,72,83,87,92,94,101
XHI01,HISTORY,Jan-21,34,,18,23,28,31,32,34
XMA01,MATHEMATICS,Jan-21,2074,,1173,1494,1755,1927,2015,2074
XPH11,PHYSICS,Jan-21,651,,261,345,426,489,535,651
XPM01,PURE MATHEMATICS,Jan-21,15,,7,11,12,14,14,15
XPS01,PSYCHOLOGY,Jan-21,39,,10,17,24,32,38,39
XSP01,SPANISH,Jan-21,284,,231,265,278,280,281,284
YAA01,ARABIC,Jan-22,694,236,508,624,664,678,687,694
YAC11,ACCOUNTING,Jan-22,458,95,197,272,340,396,426,458
YBI11,BIOLOGY,Jan-22,439,46,196,271,363,401,424,439
YBS11,BUSINESS,Jan-22,199,0,10,58,108,164,186,199
YCH11,CHEMISTRY,Jan-22,754,79,289,448,565,657,706,754
YEC11,ECONOMICS,Jan-22,456,29,179,309,388,426,440,456
YEN01,ENGLISH LANGUAGE,Jan-22,32,8,14,23,28,31,32,32
YET01,ENGLISH LITERATURE,Jan-22,25,2,9,14,19,23,24,25
YFM01,FURTHER MATHEMATICS,Jan-22,673,350,513,590,635,656,664,673
YFR01,FRENCH,Jan-22,15,3,9,12,14,15,15,15
YGE01,GEOGRAPHY,Jan-22,12,0,4,7,10,12,12,12
YGN01,GERMAN,Jan-22,76,22,63,69,71,73,73,76
YHI01,HISTORY,Jan-22,22,2,4,10,14,19,21,22
YMA01,MATHEMATICS,Jan-22,2472,683,1580,2012,2248,2373,2424,2472
YPH11,PHYSICS,Jan-22,903,96,417,553,652,756,811,903
YPM01,PURE MATHEMATICS,Jan-22,28,5,16,22,24,25,26,28
YPS01,PSYCHOLOGY,Jan-22,30,7,15,19,24,27,29,30
YSP01,SPANISH,Jan-22,298,80,256,291,294,296,296,298
XAA01,ARABIC,Jan-22,786,,561,692,754,773,783,786
XAC11,ACCOUNTING,Jan-22,198,,98,120,135,162,179,198
XBI11,BIOLOGY,Jan-22,594,,221,335,419,491,542,594
XBS11,BUSINESS,Jan-22,187,,31,68,109,150,168,187
XCH11,CHEMISTRY,Jan-22,713,,300,419,504,578,644,713
XEC11,ECONOMICS,Jan-22,304,,135,199,234,257,280,304
XEN01,ENGLISH LANGUAGE,Jan-22,94,,17,31,54,69,78,94
XET01,ENGLISH LITERATURE,Jan-22,31,,5,13,19,26,28,31
XFM01,FURTHER MATHEMATICS,Jan-22,676,,573,620,637,653,662,676
XFR01,FRENCH,Jan-22,89,,42,65,80,89,89,89
XGE01,GEOGRAPHY,Jan-22,39,,11,18,26,31,35,39
XGK01,GREEK,Jan-22,21,,9,19,21,21,21,21
XGN01,GERMAN,Jan-22,74,,70,70,71,71,71,74
XHI01,HISTORY,Jan-22,37,,17,25,28,33,35,37
XMA01,MATHEMATICS,Jan-22,2410,,1247,1602,1926,2139,2278,2410
XPH11,PHYSICS,Jan-22,690,,248,333,416,491,543,690
XPM01,PURE MATHEMATICS,Jan-22,10,,5,8,9,10,10,10
XPS01,PSYCHOLOGY,Jan-22,78,,27,41,53,64,74,78
XSP01,SPANISH,Jan-22,406,,340,374,392,396,398,406
YAA01,ARABIC,Jan-23,658,98,346,537,618,639,650,658
YAC11,ACCOUNTING,Jan-23,569,80,220,347,427,489,536,569
YBI11,BIOLOGY,Jan-23,573,195,301,402,469,521,544,573
YBS11,BUSINESS,Jan-23,323,18,67,135,218,266,292,323
YCH11,CHEMISTRY,Jan-23,1029,153,490,676,805,917,986,1029
YEC11,ECONOMICS,Jan-23,630,47,243,401,502,562,596,630
YEN01,ENGLISH LANGUAGE,Jan-23,50,0,9,16,29,43,49,50
YET01,ENGLISH LITERATURE,Jan-23,25,3,7,12,18,21,22,25
YFM01,FURTHER MATHEMATICS,Jan-23,899,450,658,750,815,849,869,899
YFR01,FRENCH,Jan-23,23,1,10,15,20,22,22,23
YGE01,GEOGRAPHY,Jan-23,11,1,4,6,9,11,11,11
YGN01,GERMAN,Jan-23,75,18,56,64,69,70,72,75
YHI01,HISTORY,Jan-23,45,2,14,20,28,35,42,45
YMA01,MATHEMATICS,Jan-23,2984,926,1815,2309,2601,2792,2884,2984
YPH11,PHYSICS,Jan-23,1276,288,635,831,971,1086,1174,1276
YPM01,PURE MATHEMATICS,Jan-23,26,2,9,18,20,23,26,26
YPS01,PSYCHOLOGY,Jan-23,41,10,16,22,32,36,40,41
YSP01,SPANISH,Jan-23,157,44,132,153,157,157,157,157
XAA01,ARABIC,Jan-23,1052,,682,869,976,1027,1042,1052
XAC11,ACCOUNTING,Jan-23,255,,86,117,154,189,224,255
XBI11,BIOLOGY,Jan-23,876,,222,373,521,637,738,876
XBS11,BUSINESS,Jan-23,404,,47,109,179,246,306,404
XCH11,CHEMISTRY,Jan-23,1208,,351,574,761,902,1033,1208
XEC11,ECONOMICS,Jan-23,525,,208,301,373,432,473,525
XEN01,ENGLISH LANGUAGE,Jan-23,81,,8,22,43,64,74,81
XET01,ENGLISH LITERATURE,Jan-23,88,,7,22,51,69,81,88
XFM01,FURTHER MATHEMATICS,Jan-23,838,,659,730,780,803,815,838
XFR01,FRENCH,Jan-23,128,,44,75,97,108,119,128
XGE01,GEOGRAPHY,Jan-23,48,,9,18,27,38,45,48
XGN01,GERMAN,Jan-23,111,,58,71,86,96,100,111
XHI01,HISTORY,Jan-23,80,,22,38,52,62,71,80
XMA01,MATHEMATICS,Jan-23,3240,,1453,1932,2352,2679,2906,3240
XPH11,PHYSICS,Jan-23,1193,,418,602,744,858,949,1193
XPM01,PURE MATHEMATICS,Jan-23,30,,14,21,26,26,28,30
XPS01,PSYCHOLOGY,Jan-23,154,,32,65,93,119,144,154
XSP01,SPANISH,Jan-23,278,,235,261,274,275,277,278
YAA01,ARABIC,Jan-24,710,190,442,586,660,681,697,710
YAC11,ACCOUNTING,Jan-24,376,21,83,151,196,250,295,376
YBI11,BIOLOGY,Jan-24,598,97,198,283,368,443,507,598
YBS11,BUSINESS,Jan-24,270,15,48,93,144,191,236,270
YCH11,CHEMISTRY,Jan-24,977,60,259,434,591,719,841,977
YEC11,ECONOMICS,Jan-24,447,50,147,235,290,358,405,447
YEN01,ENGLISH LANGUAGE,Jan-24,32,1,1,6,14,24,28,32
YET01,ENGLISH LITERATURE,Jan-24,29,1,5,12,21,23,27,29
YFM01,FURTHER MATHEMATICS,Jan-24,534,169,276,375,442,475,507,534
YFR01,FRENCH,Jan-24,26,2,10,12,17,24,26,26
YGN01,GERMAN,Jan-24,69,6,45,55,59,62,63,69
YHI01,HISTORY,Jan-24,28,0,7,12,19,23,23,28
YMA01,MATHEMATICS,Jan-24,2187,548,1052,1401,1699,1887,2016,2187
YPH11,PHYSICS,Jan-24,1168,75,335,507,659,799,956,1168
YPM01,PURE MATHEMATICS,Jan-24,32,3,13,20,23,25,27,32
YPS01,PSYCHOLOGY,Jan-24,31,6,12,16,20,25,30,31
YSP01,SPANISH,Jan-24,159,7,116,146,157,159,159,159
XAA01,ARABIC,Jan-24,956,,458,677,843,903,938,956
XAC11,ACCOUNTING,Jan-24,238,,67,103,142,178,200,238
XBI11,BIOLOGY,Jan-24,1098,,209,407,605,746,863,1098
XBS11,BUSINESS,Jan-24,600,,40,116,238,347,442,600
XCH11,CHEMISTRY,Jan-24,1352,,219,450,686,888,1057,1352
XEC11,ECONOMICS,Jan-24,460,,120,204,281,337,378,460
XEN01,ENGLISH LANGUAGE,Jan-24,164,,2,25,56,95,125,164
XET01,ENGLISH LITERATURE,Jan-24,106,,5,23,54,80,98,106
XFM01,FURTHER MATHEMATICS,Jan-24,673,,459,539,591,619,643,673
XFM01,FURTHER MATHEMATICS,Jan-24,142,,26,53,77,108,131,142
XGE01,GEOGRAPHY,Jan-24,92,,18,36,55,67,75,92
XGN01,GERMAN,Jan-24,124,,94,101,106,111,116,124
XHI01,HISTORY,Jan-24,100,,34,56,74,80,87,100
XMA01,MATHEMATICS,Jan-24,3281,,1141,1712,2198,2567,2830,3281
XPH11,PHYSICS,Jan-24,1514,,181,423,691,940,1137,1514
XPM01,PURE MATHEMATICS,Jan-24,39,,8,11,15,17,23,39
XPS01,PSYCHOLOGY,Jan-24,238,,41,77,140,172,198,238
XSP01,SPANISH,Jan-24,317,,259,293,309,313,315,317
YAC11,ACCOUNTING,Jun-17,1648,114,365,667,966,1228,1441,1648
YBI01,BIOLOGY,Jun-17,3130,306,853,1342,1812,2202,2519,3130
YBS01,BUSINESS STUDIES,Jun-17,1525,36,359,772,1086,1293,1402,1525
YCH01,CHEMISTRY,Jun-17,4400,449,1210,1994,2626,3163,3595,4400
YEC01,ECONOMICS,Jun-17,1700,79,407,762,1106,1320,1490,1700
YEN01,ENGLISH LANGUAGE,Jun-17,71,2,3,19,40,54,65,71
YET01,ENGLISH LITERATURE,Jun-17,103,10,23,49,75,86,97,103
YFM01,FURTHER MATHEMATICS,Jun-17,1315,354,647,915,1060,1173,1233,1315
YHI01,HISTORY,Jun-17,122,11,41,61,87,102,111,122
YLA1,LAW,Jun-17,398,38,65,96,143,190,229,398
YMA01,MATHEMATICS,Jun-17,7894,1428,3111,4612,5745,6469,7066,7894
YPH01,PHYSICS,Jun-17,4681,257,1096,1957,2648,3263,3783,4681
YPM01,PURE MATHEMATICS,Jun-17,327,33,128,224,264,293,306,327
YPS01,PSYCHOLOGY,Jun-17,201,14,37,84,130,151,177,201
XAA01,ARABIC,Jun-17,53,,32,41,45,51,53,53
XAC11,ACCOUNTING,Jun-17,979,,323,491,666,797,879,979
XBI01,BIOLOGY,Jun-17,3921,,808,1453,1997,2478,2969,3921
XBS01,BUSINESS STUDIES,Jun-17,1437,,305,521,757,922,1087,1437
XCH01,CHEMISTRY,Jun-17,5029,,1167,1996,2711,3304,3828,5029
XEC01,ECONOMICS,Jun-17,1412,,364,645,846,999,1141,1412
XEN01,ENGLISH LANGUAGE,Jun-17,226,,0,14,66,118,172,226
XET01,ENGLISH LITERATURE,Jun-17,267,,48,99,153,199,235,267
XFM01,FURTHER MATHEMATICS,Jun-17,920,,526,659,749,812,851,920
XFR01,FRENCH,Jun-17,385,,96,150,216,282,332,385
XGE01,GEOGRAPHY,Jun-17,217,,50,70,99,122,158,217
XGK01,GREEK,Jun-17,162,,101,140,156,162,162,162
XGN01,GERMAN,Jun-17,141,,51,68,92,104,120,141
XHI01,HISTORY,Jun-17,224,,38,77,110,146,186,224
XIT01,APPLIED ICT,Jun-17,221,,18,48,99,137,168,221
XMA01,MATHEMATICS,Jun-17,9109,,3038,4481,5693,6684,7432,9109
XPH01,PHYSICS,Jun-17,4727,,964,1583,2199,2773,3298,4727
XPM01,PURE MATHEMATICS,Jun-17,262,,91,135,174,205,218,262
XPS01,PSYCHOLOGY,Jun-17,405,,38,79,149,224,282,405
XSP01,SPANISH,Jun-17,375,,235,303,336,362,368,375
XAA01,ARABIC,Jun-18,398,89,194,296,349,379,389,398
YAC11,ACCOUNTING,Jun-18,1279,72,376,610,826,1018,1142,1279
YBI01,BIOLOGY,Jun-18,2451,405,864,1312,1683,1975,2209,2451
YBS01,BUSINESS STUDIES,Jun-18,1104,28,298,603,855,977,1045,1104
YCH01,CHEMISTRY,Jun-18,3751,414,1231,1942,2545,3018,3356,3751
YEC01,ECONOMICS,Jun-18,1337,85,408,761,998,1147,1231,1337
YEN01,ENGLISH LANGUAGE,Jun-18,104,1,3,22,50,71,94,104
YET01,ENGLISH LITERATURE,Jun-18,201,15,52,108,145,183,194,201
YFM01,FURTHER MATHEMATICS,Jun-18,1569,441,801,1112,1304,1428,1493,1569
YFR01,FRENCH,Jun-18,320,10,102,191,258,298,312,320
YGE01,GEOGRAPHY,Jun-18,150,4,36,79,124,140,147,150
YGK01,GREEK,Jun-18,154,17,73,124,142,153,154,154
YGN01,GERMAN,Jun-18,178,19,80,115,144,159,173,178
YHI01,HISTORY,Jun-18,171,19,45,83,119,139,153,171
YIT01,APPLIED ICT,Jun-18,95,2,11,32,48,68,82,95
YLA1,LAW,Jun-18,419,36,56,81,121,170,217,419
YMA01,MATHEMATICS,Jun-18,8222,1737,3535,5109,6270,7079,7654,8222
YPH01,PHYSICS,Jun-18,3979,315,1081,1815,2462,2999,3454,3979
YPM01,PURE MATHEMATICS,Jun-18,329,23,137,216,259,299,310,329
YPS01,PSYCHOLOGY,Jun-18,167,19,36,82,118,144,156,167
YSP01,SPANISH,Jun-18,585,19,312,509,557,579,584,585
XAA01,ARABIC,Jun-18,871,,498,684,798,841,856,871
XAC11,ACCOUNTING,Jun-18,899,,308,453,603,712,799,899
XBI01,BIOLOGY,Jun-18,4045,,882,1576,2184,2681,3173,4045
XBS01,BUSINESS STUDIES,Jun-18,1591,,558,814,1045,1216,1356,1591
XCH01,CHEMISTRY,Jun-18,5064,,1315,2082,2802,3412,3909,5064
XEC01,ECONOMICS,Jun-18,1433,,424,699,901,1048,1174,1433
XEN01,ENGLISH LANGUAGE,Jun-18,224,,2,6,37,90,142,224
XET01,ENGLISH LITERATURE,Jun-18,376,,77,144,211,269,331,376
XFM01,FURTHER MATHEMATICS,Jun-18,1245,,750,926,1045,1115,1164,1245
XFR01,FRENCH,Jun-18,481,,124,203,302,363,404,481
XGE01,GEOGRAPHY,Jun-18,214,,52,82,107,138,160,214
XGK01,GREEK,Jun-18,292,,208,264,283,291,291,292
XGN01,GERMAN,Jun-18,238,,65,98,128,159,192,238
XHI01,HISTORY,Jun-18,297,,80,152,212,246,276,297
XIT01,APPLIED ICT,Jun-18,397,,26,85,151,207,281,397
XMA01,MATHEMATICS,Jun-18,11420,,3929,5863,7416,8618,9532,11420
XPH01,PHYSICS,Jun-18,4835,,998,1635,2231,2825,3408,4835
XPM01,PURE MATHEMATICS,Jun-18,258,,112,150,172,193,212,258
XPS01,PSYCHOLOGY,Jun-18,460,,73,137,218,296,363,460
XSP01,SPANISH,Jun-18,587,,358,488,539,569,580,587
XAA01,ARABIC,Jun-19,1127,237,625,905,1034,1093,1109,1127
YAC11,ACCOUNTING,Jun-19,1371,105,375,643,880,1074,1228,1371
YBI01,BIOLOGY,Jun-19,2604,513,959,1371,1747,2083,2359,2604
